,id,user_id,end_date,price,created_at,refund,target_customer
411,3627,9894,2019-12-08,9900.0,2019-11-09,0,personal
412,3628,7299,2019-12-08,9900.0,2019-11-09,0,personal
413,3638,11635,2019-12-09,100.0,2019-11-09,0,personal
414,3639,11680,2019-12-09,100.0,2019-11-09,0,personal
415,3648,7244,2019-12-09,9900.0,2019-11-10,0,personal
416,3649,8840,2019-12-09,9900.0,2019-11-10,0,personal
417,3650,1227,2019-12-09,9900.0,2019-11-10,0,personal
418,3665,11784,2019-12-10,100.0,2019-11-10,0,personal
419,3668,11789,2019-12-11,100.0,2019-11-11,0,personal
420,3670,8775,2019-12-10,9900.0,2019-11-11,0,personal
421,3671,7586,2019-12-10,9900.0,2019-11-11,0,personal
422,3672,8742,2019-12-10,9900.0,2019-11-11,0,personal
423,3673,9986,2019-12-10,9900.0,2019-11-11,0,personal
424,3674,9952,2019-12-10,9900.0,2019-11-11,0,personal
425,3677,11806,2019-12-11,100.0,2019-11-11,0,personal
426,3682,11818,2019-12-11,100.0,2019-11-11,0,personal
427,3703,11617,2019-12-11,100.0,2019-11-11,0,personal
428,3708,11849,2019-12-12,100.0,2019-11-12,0,personal
429,3712,3551,2019-12-11,9900.0,2019-11-12,0,personal
430,3713,10101,2019-12-11,9900.0,2019-11-12,0,personal
431,3714,10114,2019-12-11,9900.0,2019-11-12,0,personal
432,3717,11869,2019-12-12,100.0,2019-11-12,0,personal
433,3720,11870,2019-12-12,100.0,2019-11-12,0,personal
434,3765,11890,2019-12-12,0.0,2019-11-12,0,personal
435,3798,10162,2019-12-12,9900.0,2019-11-13,0,personal
436,3799,10179,2019-12-12,9900.0,2019-11-13,1.0,middleBiz
437,3800,10189,2019-12-12,9900.0,2019-11-13,0,personal
438,3801,11913,2019-12-13,100.0,2019-11-13,0,personal
439,3806,11914,2019-12-13,0.0,2019-11-13,0,personal
440,3849,11928,2019-12-13,100.0,2019-11-13,0,personal
441,3851,11930,2019-12-13,100.0,2019-11-13,0,personal
442,3891,11945,2019-12-13,100.0,2019-11-13,0,personal
443,3906,11963,2019-12-13,100.0,2019-11-13,0,personal
